conversation_num,task_type,speaker_name,timestamp,message,fracture
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,190,"There are already lots of wonderful arts programs, which is great. There are too many veterans homeless on the streets. Their need is a survival thing, not a culture thing.",False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,218,"We can do a lot to help the veterans, while also helping the other oragnizations.",False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,225,organizations*,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,235,I agree with giving it to veterans,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,279,"We need to figure out how to split it up. Unless you want all to go to one specific organization, which I do not believe is necessary.",False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,310,Ok how about 50% for veterans,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,310,"At least give the bulk of the funds to the vets. 350k to vets, 100k to arts center, 50 to gallery, for example.",False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,322,I agree,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,323,I can agree with that.,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,368,how about you Person106 ,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,390,ok so its settled?,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,403,sounds like a plan eh? time to spare :),False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,450,Youth is our future. Vets can use all the help they can to survive and earn money. Art helps the community.,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,460,"Perfect, yall made this easy as can be. ",False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,463,like they said before the veterans is a survival thing and then we spread the wealth to th rest,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,503,Sounds good,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,534,Who wants to do the paperwork?,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,554,Man I sure don't but I will take one for the team if I need to! Lol,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,563,I volunteer if that's ok,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person1,567,Go right ahead!,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person3,570,great thv,False
5d6ecaaa1587634cee40f8d3,cognitive-conflic,Person2,581,1: 100k Youth is our future,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,50,"does everyone agree on 200,000 for #1,  150,000 for #2, 150,000 for #3",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,80,yes,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person3,97,Sure,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,102,ok,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,105,i think its fair,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person3,119,"They are all kind of equally meh projects, so",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,125,i agree,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,139,but to hold taxes the same without raising them is the most important issue i think.,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,149,as in?,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,215,for the government not to raise taxes on a new computer system,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person3,249,Makes sense,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,260,i don't really understand what you are saying,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,300,Person110 just to make sure that taxes do not get raised because of a new computer system,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,322,just to make sure that it stays constant and we make the budget for this decision.,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,379,"This is getting complicated,i say we just split",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,392,"if we split, we lose the bonus at the end of the task",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,411,its easy if you think about the allocation,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,427,"we just have to split up 500,000 between three kinds of programs that work best",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,444,then let the Vets get a bigger chunk,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,456,exactly,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,482,but for this allocation we have to make sure taxes dont get raised either,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,489,yes,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person3,490,Vets?,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,535,computer system sorry,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,551,"1. 200,000 to not raise taxes and keep it constant from the new computer system.",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,575,"2. 150,000 for additional volumes and books for the library.",False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person2,582,i agree,False
5d6ecaaa1587634cee40f8d4,cognitive-conflic,Person1,596,"3. 150,000 for tourist bureau and to attract new visitors.",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,106,We could simply split the money between the three programs.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,115,my personal favorite here would be to give the veterans group the most money,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,136,I think the verteran's support center should be given more than the other 2.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,147,"Okay, how much more?",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,172,To much money gets used annually for art programs as it is.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,173,I like this idea,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,192,"350,000 should go to the veterans fund",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,201,and the other 150?,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,204,i agree to Person107 ,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,219,split the other 75000,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,224,100k community art program/100k art gallery/300k vets?,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,229,125000 to the art programs,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,242,25000 for display pieces.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,287,I like Person108 proposed split.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,290,"In all reality, the display pieces serve no real purpose like the other two do",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,295,"how about 300,000 to vets and 100 for the others",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,308,"Maybe not to you, but to others that might be a different case.",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,321,I like that idea spry.,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,337,"thanks, Person109 ",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,341,which is why it should get the least amount,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,373,i agree the art display should get the least,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,376,Why not use more funds to advance things for others rather than just have something taking up space and using up resources,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,389,thanks Person110 ,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,399,That makes sense,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,415,"Help people create art, rather that just showing it",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,416,"You may view art as taking up space and using resources, but do you think artists view it that way?",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,430,You cant simply label it as a waste of space,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,449,"so how about 50000 for the displays, 150000 for the art program, and 300000 for the veterans",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,461,"Not a waste of space, but I think allowing others to enter the realm is more important than showing the end result",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,468,"no artists do not, but the people who will get the most value would be the vets. I agree Person107 ",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person1,489,"Sure, that sounds reasonable. 300/150/50 ",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,491,"No I do not, but for the sake of the amount of wasted resources our nation has each year I still think it should get the least",False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person4,513,I am with Person109 and Person107 ,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,518,me too,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person2,555,Person107 go ahead and put the numbers iin,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,567,1: 150000 to add and improve art programs,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,585,2: 50000 for art display,False
5d6ecaaa1587634cee40f8d5,cognitive-conflic,Person3,598,3: 300000 for the veterans program,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,4,hello,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,9,Hi,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,31,"obviously, number 3 is the most important.",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,40,then 2 and then 1,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,45,"Wow, weve got the same name",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,51,interesting,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,54,hi,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,56,"Hmm, I'm thinking 200/50/250 ?",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,68,i can go with that however,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,71,old computer systems are pretty bad,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,77,i think keeping taxes constant is most important,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,78,"Sure, i think thats reasonable.",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,97,"but im willing to do 200,000 for number 1 and 3",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,110,yeah but taking care of the homeless and having programs for children is extremely important as well,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,116,i agree,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,120,225/ 50 / 225?,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,120,no arguments,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,131,that works for me Person109,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,142,ill go with that,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,154,"you want to do 225,000 50,000 and 225,000?",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,166,maybe a little more for community programs. take 5k from each and give an extra 10 k to that?,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,176,ok,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,179,"Works for me, but there are two Person111 in this chat.",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,187,its quite confusing.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,194,"so 220,000 60,000 and 220,000",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,195,"220,000, 60,000, 220,000",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,197,agree,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,201,Agreed.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,209,perfect,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,218,i only see one Person111 lol,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,220,perfect,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,240,really? i guess its just a bug on my end then. ,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,241,i see Person112 Person112 and Person113 ,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,266,"Oh, alright. Nevermind then, carry on. haha",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,276,who wants to do the fun paperwork?,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,315,ok got the allocation,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,328,1: 220k Having a properly functioning town computer system is vital to the community,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,333,"1. 220,000,     2. 60,000            3. 220,000",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,360,2: 60k establishing a community arts program will help the community thrive.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,393,3: 220k Our community want to help the homeless and all others who are suffering.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,397,agree,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,405,If that's good we can just recopy when it comes up in a few minutes,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,410,ok,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,411,well said. sounds good to me,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,419,saves us from typing,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,452,couldnt have said it better myself.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,504,so hows the weather,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,536,"1. 220,000, 2. 60,000 3. 220,000",False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,543,1: 220k Having a properly functioning town computer system is vital to the community,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,548,2: 60k establishing a community arts program will help the community thrive.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,555,3: 220k Our community want to help the homeless and all others who are suffering.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,566,having property functioning and making taxes constant is most important and want to help the homeless who are suffering.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,578,Yall were fun. Hope life treats ya well.,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person1,583,have a great day,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person2,583,Have a good one!,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person3,583,bye bye,False
5d6ecaaa1587634cee40f8d6,cognitive-conflic,Person4,596,bye,False
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,6,Hello,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person2,12,Hello.,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person3,14,Hi,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,18,Hi,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,37,I say we give job training more,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person3,41,Er 1 2 3?,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,44,I'm thinking 300+/100/100,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person2,49,Definitely agree with that Pony.,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,68,yes,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person2,71,Sounds good!,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,109,I agree,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,111,1: 300k Training and Supporting our homeless population is very important to the community,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,130,It definitely is,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,132,2: 100K to help keep the library relevant,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,177,I can't write up number 3 very well lol,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,183,And 100k for art display,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person3,190,lol,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,198,we need to make a persuasive argument,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person3,209,"3. 100k ""cultural enrichment""",True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,266,Job training is the most important one here because it ensures that the homeless are empowered hence making them independent and useful in the society,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person3,274,agreed,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,297,that's even better,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,400,"Then for the library and art displays,they homeless can make use of them when they have free time from their training services",True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person4,419,That's why we are allocating them a smaller amount,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,535,1: 300k Job training is the most important one here because it ensures that the homeless are empowered hence making them independent and useful in the society,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,565,2: 100K to help keep the library relevant and useful.,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,585,3: 100k for cultural enrichment,True
5d6ecaaa1587634cee40f8d7,cognitive-conflic,Person1,592,have a good day all,True
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,40,lets split it up but i think 1 is most important,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person2,59,Completely agree.,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,60,same. maybe 400/50/50?,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,66,yeah,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person2,73,That is exactly what I was going to suggest.,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,90,reasons? job training services to give homeless income and dignity and skills,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person2,93,That was super easy.,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,105,library books to supplement donations by the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person2,122,"yes, perfect. ",False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,125,art gallery for cultural enrichment for the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,138,how do those look?,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,180,gteat,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,188,great ,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,214,"1 $400k job training service to give the homeless job skills and income, and give them dignity and independence",False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,245,2 $50k library books to keep the library system relevant and supplement donations by the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,283,3 $50k art to provide cultural enrichment to the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,308,are we good with the wording?,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,346,yeah,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,378,we are one well oiled machine here :),False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person2,420,I have no complaints,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,429,very good!,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,517,"1 $400k job training service to give the homeless job skills and income, and give them dignity and independence",False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,533,2 $50k library books to keep the library system relevant and supplement donations by the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,553,3 $50k art to provide cultural enrichment to the community,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person1,580,bye,False
5d6ecaaa1587634cee40f8d8,cognitive-conflic,Person3,581,done! great work team!,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,19,hi,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,22,Hey,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,22,hi,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,23,Hello,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,47,I recognize some of your names,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,50,i would have to say 300 for # 1 and split the rest,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,62,That makes the most sense to me,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,62,I think we are the same group from the first round,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,69,I wouldnt disagree with that,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,78,damm were a good team :),False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,82,300 sounds good,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,84,I reckon so,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,86,amen,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,106,so 300 / 100 / 100?,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,109,150 to the library systems?,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,132,and where would you put the rest Person107 ,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,137,"art gallary to me, is way less important than providing services or knowledge ",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,169,"300 to homeless, 150 to the library system, and 50 to the art gallery ",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,179,that would work for me as well,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,196,"I could get behind that, works for me.",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,224,ok Person107 you write it up since it was your idea ,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,226,Nice!,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,271,Perfect,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,286,"1. 300,000 to help improve homeless shelters and job training possibilities.",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,286,great job!,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,315,you have to wait till they ask you i believe,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,327,We can just copy and paste when it comes.,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,331,cool,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,348,"I know it, I hit the enter button lol",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,355,that works to,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,393,"2. 150,000 to update and improve on library systems for community.",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,428,"3. 50,000 to add to community art collection on exhibit. ",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,436,well said.,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,439,Nailed it,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,464,"Thank you, thank you!",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,490,Same to you all,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,494,good team,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,499,"bye, great teamwork",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,518,"1. 300,000 to help improve homeless shelters and job training possibilities.      ",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,528,"2. 150,000 to update and improve on library systems for community.",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,536,"3. 50,000 to add to community art collection on exhibit.",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person4,553,"Great job, have a good day everyone!",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person2,558,You too,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person1,559,bye,False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,561,"Thanks, and you too",False
5d6ecaaa1587634cee40f8d9,cognitive-conflic,Person3,565,bye,False
5d6ecaaa1587634cee40f8da,creative,Person1,15,Hi,True
5d6ecaaa1587634cee40f8da,creative,Person2,20,hi,True
5d6ecaaa1587634cee40f8da,creative,Person3,25,Hi.,True
5d6ecaaa1587634cee40f8da,creative,Person4,49,Hello,True
5d6ecaaa1587634cee40f8da,creative,Person1,76,Flectr 360 OMNI : Lights in all side,True
5d6ecaaa1587634cee40f8da,creative,Person2,104,The light that cycles when you need it to the most,True
5d6ecaaa1587634cee40f8da,creative,Person1,120,Lights that glows 360.,True
5d6ecaaa1587634cee40f8da,creative,Person4,138,How much will this bike cost?,True
5d6ecaaa1587634cee40f8da,creative,Person3,148,Reflects from any angle.,True
5d6ecaaa1587634cee40f8da,creative,Person2,175,The light that has your back even when you don't,True
5d6ecaaa1587634cee40f8da,creative,Person4,178,Lights look original,True
5d6ecaaa1587634cee40f8da,creative,Person1,193,eyeing all around at 360 degree,True
5d6ecaaa1587634cee40f8da,creative,Person4,243,Let there be light...everywhere,True
5d6ecaaa1587634cee40f8da,creative,Person3,251,Reflectors have your back. And front. And sides.,True
5d6ecaaa1587634cee40f8da,creative,Person1,263,"dark eliminator, light at 360.",True
5d6ecaaa1587634cee40f8da,creative,Person2,275,A circle of light in the darkness that surrounds you,True
5d6ecaaa1587634cee40f8da,creative,Person1,282,All side reflectors cycle,True
5d6ecaaa1587634cee40f8da,creative,Person4,314,Say yes to light and safety,True
5d6ecaaa1587634cee40f8da,creative,Person3,332,Safety from all sides.,True
5d6ecaaa1587634cee40f8da,creative,Person3,406,"I do like the ""Say yes"" part.  Say yes to safety from all sides?",True
5d6ecaaa1587634cee40f8da,creative,Person2,425,I like it as well,True
5d6ecaaa1587634cee40f8da,creative,Person2,433,and including safety in there is good as well,True
5d6ecaaa1587634cee40f8da,creative,Person4,438,Say yes to safety and light everywhere,True
5d6ecaaa1587634cee40f8da,creative,Person2,454,I like that ,True
5d6ecaaa1587634cee40f8da,creative,Person4,492,"Say ""Yes"" to safety and  light around Person114 ",True
5d6ecaaa1587634cee40f8da,creative,Person3,492,Flectr: say yes to 360 safety,True
5d6ecaaa1587634cee40f8da,creative,Person2,528,!Say yes to safety and bright lights,True
5d6ecaaa1587634cee40f8da,creative,Person4,552,Thanks guys,True
5d6ecaaa1587634cee40f8da,creative,Person1,577,Yes,True
5d6ecaaa1587634cee40f8da,creative,Person1,580,Thanks,True
5d6ecaaa1587634cee40f8da,creative,Person2,585,thanks,True
5d6ecaaa1587634cee40f8da,creative,Person4,591,Bye guys and thans,True
5d6ecaaa1587634cee40f8da,creative,Person4,596,thanks,True
5d6ecaaa1587634cee40f8db,creative,Person1,57,Hi GUys,False
5d6ecaaa1587634cee40f8db,creative,Person2,58,Hello,False
5d6ecaaa1587634cee40f8db,creative,Person3,61,hi,False
5d6ecaaa1587634cee40f8db,creative,Person4,77,Hello,False
5d6ecaaa1587634cee40f8db,creative,Person1,82,Compact Chair for Compact people,False
5d6ecaaa1587634cee40f8db,creative,Person3,111,The chair that changes for you,False
5d6ecaaa1587634cee40f8db,creative,Person2,160,the ergonomic origami chair,False
5d6ecaaa1587634cee40f8db,creative,Person1,197,Super Chair: Move as you want,False
5d6ecaaa1587634cee40f8db,creative,Person3,214,The chair to end all chairs,False
5d6ecaaa1587634cee40f8db,creative,Person1,235,Shape changing Chair,False
5d6ecaaa1587634cee40f8db,creative,Person4,237,The chair that goes where you go,False
5d6ecaaa1587634cee40f8db,creative,Person2,258,the last seat you'll ever fold,False
5d6ecaaa1587634cee40f8db,creative,Person3,271,hmm,False
5d6ecaaa1587634cee40f8db,creative,Person1,296,"Fancy, Moving, Fold able chair",False
