conversation_num,batch_num,round_num,round_index,task_index,complexity,type,social_perceptiveness,skill,skill_diversity,cogStyleDiversity,speaker_nickname,message,normalized_score,score,duration,efficiency,message_lower_with_punc,turn_id,num_words,num_chars,num_messages,info_exchange_zscore_chats,info_exchange_zscore_conversation,discrepancies,hear,home,conjunction,certainty,inclusive,bio,achievement,adverbs,anxiety,third_person,negation,swear,death,health,see,body,family,negative_affect,quantifier,positive_affect,insight,humans,present_tense,future_tense,past_tense,relative,sexual,inhibition,sadness,social,indefinite_pronoun,religion,work,money,causation,anger,first_person_singular,feel,tentativeness,exclusive,verbs,friends,article,argue,auxiliary_verbs,cognitive_mech,preposition,first_person_plural,percept,second_person,positive_words,first_person,nltk_english_stopwords,hedge_words,num_question_naive,NTRI,word_TTR,first_pronouns_proportion,function_word_accommodation,content_word_accommodation,hedge_naive,textblob_subjectivity,textblob_polarity,dale_chall_score,dale_chall_classification,please,please_start,hashedge,indirect_btw,hedges,factuality,deference,gratitude,apologizing,1st_person_pl,1st_person,1st_person_start,2nd_person,2nd_person_start,indirect_greeting,direct_question,direct_start,haspositive,hasnegative,subjunctive,indicative
427,QNDQwZdcvtRK47btn,e4BmhaDCqXktt9EzE,3,5,Very high,LH,31.0,986.3333333333336,60.66666666666663,3.0,NULL_SPEAKER,nan,88.35341365461849,880,4.15,21.28997919388397,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,QNDQwZdcvtRK47btn,nuezM4vLfEMWWYghu,1,1,Very low,LH,31.0,986.3333333333336,60.66666666666663,3.0,NULL_SPEAKER,nan,100.0,340,1.0,100.0,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,QNDQwZdcvtRK47btn,wjmMMebuuYd7fWBbg,5,4,High,LH,31.0,986.3333333333336,60.66666666666663,3.0,NULL_SPEAKER,nan,98.51411589895989,663,2.3,42.83222430389561,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,QfL3W7pY7RaDxwAGW,2fTcjXkQd35KDn6MY,2,2,Low,LL,26.0,944.6666666666664,163.33333333333337,2.0,NULL_SPEAKER,nan,33.786848072562364,149,7.333333333333332,4.607297464440323,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,QfL3W7pY7RaDxwAGW,9v6HrwT6hu6swKkWG,1,5,Very high,LL,26.0,944.6666666666664,163.33333333333337,2.0,NULL_SPEAKER,nan,74.19678714859438,739,3.85,19.27189276586867,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,QfL3W7pY7RaDxwAGW,kb9bqTousSYThdP9F,3,3,Moderate,LL,26.0,944.6666666666664,163.33333333333337,2.0,NULL_SPEAKER,nan,91.96428571428572,618,3.216666666666667,28.589933382679487,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,QfL3W7pY7RaDxwAGW,sxKHxgdcZcNjBQ7xh,4,4,High,LL,26.0,944.6666666666664,163.33333333333337,2.0,NULL_SPEAKER,nan,92.27340267459137,621,3.2333333333333334,28.538165775646814,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,QfL3W7pY7RaDxwAGW,xtzErB6bMNzJLZGfy,5,1,Very low,LL,26.0,944.6666666666664,163.33333333333337,2.0,NULL_SPEAKER,nan,98.52941176470588,335,1.2666666666666666,77.78637770897835,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,QnWA4xXtcp2NikYw7,29XHQyH5C5m6AWR35,4,3,Moderate,MH,29.0,1008.6666666666664,180.66666666666663,2.0,ejaeqDY63DW6ocoDi,higher score the other way,95.08928571428572,639,3.783333333333333,25.13373190685966,higher score the other way,1,5,26,1,-0.05479173810927971,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.4375,0.0625,0.248,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,QnWA4xXtcp2NikYw7,LER7R7aSxx4XZBFgS,2,1,Very low,MH,29.0,1008.6666666666664,180.66666666666663,2.0,wbEwb3ATQkZkhwpMz,seems good to me,97.94117647058825,333,1.7666666666666666,55.43840177580465,seems good to me,1,4,16,1,-0.2353593079241485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0,0,1.0,0.0,0,0.0,0,0.6000000000000001,0.7,0.1984,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,QnWA4xXtcp2NikYw7,Z3xdpKJmKcKSD7iF2,1,5,Very high,MH,29.0,1008.6666666666664,180.66666666666663,2.0,ejaeqDY63DW6ocoDi,wow,95.28112449799195,949,5.533333333333332,17.219480330962405,wow,1,1,3,1,-0.7770620173687549,-1.3191946784088897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,1.0,0.1,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,QnWA4xXtcp2NikYw7,Z3xdpKJmKcKSD7iF2,1,5,Very high,MH,29.0,1008.6666666666664,180.66666666666663,2.0,wbEwb3ATQkZkhwpMz,wow thats a lot of letters,95.28112449799195,949,5.533333333333332,17.219480330962405,wow thats a lot of letters,2,6,26,1,0.1257758317055891,-0.4735570640442169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0,0,1.0,0.0,0,0.029411764705882353,0,1.0,0.1,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,QnWA4xXtcp2NikYw7,iZ6Z47p9ZRFsM4ZGB,5,4,High,MH,29.0,1008.6666666666664,180.66666666666663,2.0,NULL_SPEAKER,nan,94.20505200594351,634,4.483333333333333,21.01227925783127,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,QnWA4xXtcp2NikYw7,kdyzLgfNKZ4CMHZXE,3,2,Low,MH,29.0,1008.6666666666664,180.66666666666663,2.0,wbEwb3ATQkZkhwpMz,is that the best place for f,87.52834467120182,386,2.5166666666666666,34.77947470378881,is that the best place for f?,1,7,28,1,0.30634340152045786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.04,0.0,1,0,1.0,0.0,0,0.0,0,0.3,1.0,0.3472,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
440,QoFx4iuidjzzSKhLu,2wYboQhTWKTjiNiuY,1,4,High,ML,26.66666666666667,968.6666666666664,429.33333333333337,2.0,NULL_SPEAKER,nan,83.65527488855871,563,3.75,22.308073303615647,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,QoFx4iuidjzzSKhLu,6vb8itMw9Zx77aJcw,5,1,Very low,ML,26.66666666666667,968.6666666666664,429.33333333333337,2.0,NULL_SPEAKER,nan,95.58823529411764,325,1.2,79.65686274509805,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,QoFx4iuidjzzSKhLu,N9Eu2vgGHS8he4w8A,3,2,Low,ML,26.66666666666667,968.6666666666664,429.33333333333337,2.0,NULL_SPEAKER,nan,92.51700680272108,408,2.3833333333333333,38.81832453261025,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,QoFx4iuidjzzSKhLu,TzhiFGoknbBn94rW7,4,5,Very high,ML,26.66666666666667,968.6666666666664,429.33333333333337,2.0,NULL_SPEAKER,nan,89.1566265060241,888,3.15,28.30369095429337,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,QoFx4iuidjzzSKhLu,hxoSzeugrcSuT7b4D,2,3,Moderate,ML,26.66666666666667,968.6666666666664,429.33333333333337,2.0,NULL_SPEAKER,nan,99.70238095238096,670,3.1,32.16205837173579,nan,1,1,3,1,-0.7770620173687549,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,R9xCfETGhFjugzoGE,EQ7SPDwdTSR5kx6Gg,2,2,Low,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,ep99ryK3X6gDtRjHd,h 102 and b 101 f should probably be in 104,92.29024943310658,407,3.533333333333333,26.119881915030174,h 102 and b 101 f should probably be in 104,1,11,43,1,1.028613680779933,0.8164965809277259,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.01,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0,0,1.0,0.0,0,0.0,1,0.0,0.0,0.5456,easy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,R9xCfETGhFjugzoGE,EQ7SPDwdTSR5kx6Gg,2,2,Low,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,aQPTpg6sTptSYKRbs,yikes moving f to 104 lowewred a lot,92.29024943310658,407,3.533333333333333,26.119881915030174,yikes moving f to 104 lowewred a lot,2,8,36,1,0.4869109713353267,0.13608276348795426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.019999999999999997,0.0,0,0,1.0,0.0,0,0.02666666666666667,0,0.0,0.0,0.3968,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,R9xCfETGhFjugzoGE,GjxgDy8BZnZ4Trbqs,4,4,High,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,ep99ryK3X6gDtRjHd,g 104 k 103 h 104 j 101 thoughts good move,85.58692421991084,576,3.683333333333333,23.236269018980323,g 104 k 103 h 104 j 101 thoughts good move,1,11,42,1,1.028613680779933,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0,0,0.9090909090909091,0.0,0,0.0,0,0.6000000000000001,0.7,0.5456,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,R9xCfETGhFjugzoGE,cEyGT8y9cvz2Ed9m8,1,1,Very low,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,ep99ryK3X6gDtRjHd,b 103 e 104 would score more d 102 f 101 looks good to me sorry all not sure why i cant help move them a little frustrating,91.47058823529412,311,4.466666666666667,20.47848990342405,b 103 e 104 would score more d 102 f 101 looks good to me sorry all not sure why i cant help move them. a little frustrating,1,28,123,1,3.7371272280029646,2.1262479235870257,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.02,0.01,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.03,0.0,0.01,0.0,0.02,0.049999999999999996,0.01,0.0,0.01,0.0,0.02,0.02,0.09999999999999999,0.01,0,0,1.0,0.07142857142857142,0,0.0,1,0.7314814814814815,-0.02291666666666668,1.3888,easy,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
447,R9xCfETGhFjugzoGE,cEyGT8y9cvz2Ed9m8,1,1,Very low,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,dxPzgca8rr8DxwSYe,yeah thats odd,91.47058823529412,311,4.466666666666667,20.47848990342405,yeah that's odd,2,3,14,1,-0.4159268777390173,-0.5906244232186183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.25,-0.16666666666666666,0.1488,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,R9xCfETGhFjugzoGE,o7P7yBeXkLnHBJ7pT,3,5,Very high,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,dxPzgca8rr8DxwSYe,oh geez,88.15261044176707,878,4.683333333333334,18.82262144664065,oh geez,1,2,7,1,-0.596494447553886,-0.7816511499936503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0992,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,R9xCfETGhFjugzoGE,o7P7yBeXkLnHBJ7pT,3,5,Very high,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,aQPTpg6sTptSYKRbs,whoaaaa,88.15261044176707,878,4.683333333333334,18.82262144664065,whoaaaa,2,1,7,1,-0.7770620173687549,-1.0014905359293644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0,0.0,0.0,0.0496,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,R9xCfETGhFjugzoGE,o7P7yBeXkLnHBJ7pT,3,5,Very high,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,dxPzgca8rr8DxwSYe,this is out of control hahaha,88.15261044176707,878,4.683333333333334,18.82262144664065,this is out of control hahaha,3,6,29,1,0.1257758317055891,0.09770639374920634,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.009999999999999998,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.009999999999999998,0.019999999999999997,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.039999999999999994,0.0,0,0,1.0,0.0,0,0.0,0,0.4,0.2,0.2976,easy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,R9xCfETGhFjugzoGE,qH6v9iHfuRvzkL5Ws,5,3,Moderate,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,ep99ryK3X6gDtRjHd,c 102 f 101 g 104 h 101 i 103,89.58333333333334,602,7.733333333333332,11.58405172413793,c 102 f 101 g 104 h 101 i 103,1,10,29,1,0.6674785411501954,0.2377079248814552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999998,0.009999999999999998,0.0,0,0,0.9,0.1,0,0.0,0,0.0,0.0,0.496,easy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,R9xCfETGhFjugzoGE,qH6v9iHfuRvzkL5Ws,5,3,Moderate,LH,31.33333333333333,831.6666666666665,603.3333333333334,1.0,aQPTpg6sTptSYKRbs,sorry green take it,89.58333333333334,602,7.733333333333332,11.58405172413793,sorry green take it,2,4,19,1,-0.2353593079241485,-0.6206818038571328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0,1,1.0,0.0,0,0.0,0,0.65,-0.35,0.1984,easy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
